Country,Localite,Category,Value,Date,Sources,Link
Sierra Leone,Moyamba,Deaths,0,6/1/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
Sierra Leone,Freetown,Deaths,0,6/1/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-664928_3.pdf
Liberia,National,Cases,13,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Liberia,National,Deaths,10,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Liberia,National,Confirmed cases,6,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Liberia,Lofa County,Cases,8,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Liberia,Margibi County,Cases,2,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Liberia,Nimba County,Cases,2,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Liberia,Bong County,Cases,1,6/2/2014,UNICEF,https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2322%20Ebola%20Viral%20Disease%202%20June%202014_0.pdf
Sierra Leone,National,Cases,81,6/5/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-665698_2.pdf
Sierra Leone,National,Deaths,6,6/5/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-665698_2.pdf
Sierra Leone,National,Confirmed cases,31,6/5/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-665698_2.pdf
Sierra Leone,National,Cases,89,6/6/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Sierra%20Leone%20Ebola%20sitrep%206th%20June.pdf.pdf
Sierra Leone,National,Deaths,7,6/6/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Sierra%20Leone%20Ebola%20sitrep%206th%20June.pdf.pdf
Sierra Leone,National,Confirmed cases,33,6/6/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Sierra%20Leone%20Ebola%20sitrep%206th%20June.pdf.pdf
Liberia,National,Cases,14,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,National,Deaths,10,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,National,Confirmed cases,7,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,Lofa County,Cases,9,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,Margibi County,Cases,2,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,Nimba County,Cases,2,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,Bong County,Cases,1,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Viral%20Disease-Sit%20Rep-%2027-%207th%20June%202014%20pdf.pdf.pdf
Liberia,National,Cases,16,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,National,Deaths,10,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,National,Confirmed cases,7,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,Lofa County,Cases,11,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,Margibi County,Cases,2,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,Nimba County,Cases,2,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,Bong County,Cases,1,6/7/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2029-%209th%20June%202014%20pdf%20docx.pdf
Liberia,National,Cases,30,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,National,Deaths,15,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,National,Confirmed cases,11,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,Lofa County,Cases,20,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,Margibi County,Cases,2,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,Nimba County,Cases,2,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,Bong County,Cases,1,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,Montserrado County,Cases,5,6/11/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease%20Sit%20Rep%2030-11th%20June%202014_1.pdf
Liberia,National,Cases,31,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,National,Deaths,17,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,National,Confirmed cases,16,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,Lofa County,Cases,20,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,Margibi County,Cases,2,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,Nimba County,Cases,2,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,Bong County,Cases,1,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Liberia,Montserrado County,Cases,6,6/13/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Ebola%20Viral%20Disease-Sit%20Rep-%2032-%2013th%20June%202014.pdf%20docx.pdf.pdf
Sierra Leone,National,Cases,97,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,National,Deaths,49,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,National,Confirmed cases,92,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Kailahun,Cases,92,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Kono,Cases,1,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Kambia,Cases,1,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Port Loko,Cases,2,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Western Area,Cases,1,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Kailahun,Deaths,46,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Kambia,Deaths,0,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Port Loko,Deaths,1,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Kono,Deaths,0,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Sierra Leone,Western Area,Deaths,1,6/17/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,National,Cases,33,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,National,Deaths,24,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,National,Confirmed cases,18,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Lofa County,Cases,21,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Margibi County,Cases,2,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Nimba County,Cases,2,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Montserrado County,Cases,8,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Lofa County,Deaths,8,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Margibi County,Deaths,2,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Nimba County,Deaths,0,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,Montserrado County,Deaths,8,6/16/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-668291_2.pdf
Liberia,National,Cases,41,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,National,Deaths,25,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,National,Confirmed cases,24,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Lofa County,Cases,28,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Margibi County,Cases,2,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Nimba County,Cases,2,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Montserrado County,Cases,9,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Lofa County,Deaths,14,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Montserrado County,Deaths,9,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Margibi County,Deaths,2,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Liberia,Nimba County,Deaths,0,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,National,Cases,136,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,National,Deaths,58,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,National,Confirmed cases,103,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Kenema,Cases,4,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Kailahun,Cases,128,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Kambia,Cases,1,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Port Loko,Cases,2,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Western Area,Cases,1,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Kailahun,Deaths,55,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Kenema,Deaths,1,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Kambia,Deaths,0,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Port Loko,Deaths,1,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,Western Area,Deaths,1,6/19/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669658_2.pdf
Sierra Leone,National,Cases,158,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,National,Deaths,35,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,National,Confirmed cases,147,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Kenema,Cases,19,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Kailahun,Cases,135,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Kambia,Cases,1,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Port Loko,Cases,2,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Western Area,Cases,1,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Kailahun,Deaths,32,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Kenema,Deaths,2,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Kambia,Deaths,1,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Port Loko,Deaths,0,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Sierra Leone,Western Area,Deaths,0,6/20/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,National,Cases,51,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,National,Deaths,34,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,National,Confirmed cases,34,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Lofa County,Cases,36,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Margibi County,Cases,2,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Nimba County,Cases,2,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Montserrado County,Cases,11,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Lofa County,Deaths,21,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Montserrado County,Deaths,11,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Margibi County,Deaths,2,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,Nimba County,Deaths,0,6/22/2014,WHO,https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-669981_2.pdf
Liberia,National,Cases,70,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,National,Deaths,46,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,National,Confirmed cases,38,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Lofa County,Cases,49,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Margibi County,Cases,3,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Nimba County,Cases, ,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Montserrado County,Cases,18,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Lofa County,Deaths,25,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Montserrado County,Deaths,20,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Margibi County,Deaths,1,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,Nimba County,Deaths, ,6/26/2014,Gvt,https://wca.humanitarianresponse.info/fr/system/files/documents/files/Liberia%20Sitrep%20no%2043%20June%2026%202014.pdf
Liberia,National,Cases,107,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Liberia,National,Deaths,65,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Liberia,National,Confirmed cases,52,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Sierra Leone,National,Cases,239,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Sierra Leone,National,Deaths,99,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Sierra Leone,National,Confirmed cases,199,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Guinea,National,Cases,413,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Guinea,National,Deaths,303,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Guinea,National,Confirmed cases,293,6/30/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-1-july-2014
Liberia,National,Cases,115,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Liberia,National,Deaths,75,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Liberia,National,Confirmed cases,54,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Sierra Leone,National,Cases,252,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Sierra Leone,National,Deaths,101,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Sierra Leone,National,Confirmed cases,211,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Guinea,National,Cases,412,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Guinea,National,Deaths,305,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Guinea,National,Confirmed cases,292,7/2/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-3-july-2014
Liberia,National,Cases,131,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Liberia,National,Deaths,84,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Liberia,National,Confirmed cases,63,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Sierra Leone,National,Cases,305,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Sierra Leone,National,Deaths,127,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Sierra Leone,National,Confirmed cases,269,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Guinea,National,Cases,408,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Guinea,National,Deaths,307,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Guinea,National,Confirmed cases,294,7/6/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-7-july-2014
Liberia,National,Cases,142,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Liberia,National,Deaths,88,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Liberia,National,Confirmed cases,70,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Sierra Leone,National,Cases,337,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Sierra Leone,National,Deaths,142,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Sierra Leone,National,Confirmed cases,298,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Guinea,National,Cases,409,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Guinea,National,Deaths,309,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Guinea,National,Confirmed cases,296,7/8/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-10-july-2014
Liberia,National,Cases,172,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Liberia,National,Deaths,105,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Liberia,National,Confirmed cases,70,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Sierra Leone,National,Cases,386,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Sierra Leone,National,Deaths,194,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Sierra Leone,National,Confirmed cases,339,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Guinea,National,Cases,406,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Guinea,National,Deaths,304,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Guinea,National,Confirmed cases,297,7/12/2014,WHO,http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-14-july-2014
Liberia,National,Cases,174,7/14/2014,WHO,http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola%20virus%20disease.pdf
Liberia,National,Deaths,106,7/14/2014,WHO,http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola%20virus%20disease.pdf
Liberia,National,Confirmed cases,70,7/14/2014,WHO,http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola%20virus%20disease.pdf
Sierra Leone,National,Cases,397,7/14/2014,WHO,http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola%20virus%20disease.pdf
Sierra Leone,National,Deaths,197,7/14/2014,WHO,http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola%20virus%20disease.pdf
