Country,Localite,Category,Value,Date
Liberia,Bomi County,Deaths,34,9/3/14
Liberia,Bomi County,New cases,1,9/3/14
Liberia,Bomi County,Probable cases,32,9/3/14
Liberia,Bomi County,Suspected cases,1,9/3/14
Liberia,Bong County,Cases,150,9/3/14
Liberia,Bong County,Confirmed cases,24,9/3/14
Liberia,Bong County,Deaths,43,9/3/14
Liberia,Bong County,New cases,3,9/3/14
Liberia,Bong County,Probable cases,41,9/3/14
Liberia,Bong County,Suspected cases,85,9/3/14
Liberia,Gbarpolu County ,Cases,1,9/3/14
Liberia,Gbarpolu County ,Confirmed cases,0,9/3/14
Liberia,Gbarpolu County ,Deaths,0,9/3/14
Liberia,Gbarpolu County ,New cases,0,9/3/14
Liberia,Gbarpolu County ,Probable cases,0,9/3/14
Liberia,Gbarpolu County ,Suspected cases,1,9/3/14
Liberia,Grand Bassa,Cases,46,9/3/14
Liberia,Grand Bassa,Confirmed cases,13,9/3/14
Liberia,Grand Bassa,Deaths,19,9/3/14
Liberia,Grand Bassa,New cases,0,9/3/14
Liberia,Grand Bassa,Probable cases,12,9/3/14
Liberia,Grand Bassa,Suspected cases,21,9/3/14
Liberia,Grand Cape Mount,Cases,11,9/3/14
Liberia,Grand Cape Mount,Confirmed cases,4,9/3/14
Liberia,Grand Cape Mount,Deaths,10,9/3/14
Liberia,Grand Cape Mount,New cases,1,9/3/14
Liberia,Grand Cape Mount,Probable cases,5,9/3/14
Liberia,Grand Cape Mount,Suspected cases,2,9/3/14
Liberia,Grand Gedeh,Cases,3,9/3/14
Liberia,Grand Gedeh,Confirmed cases,0,9/3/14
Liberia,Grand Gedeh,Deaths,2,9/3/14
Liberia,Grand Gedeh,New cases,0,9/3/14
Liberia,Grand Gedeh,Probable cases,0,9/3/14
Liberia,Grand Gedeh,Suspected cases,3,9/3/14
Liberia,Lofa County,Cases,636,9/3/14
Liberia,Lofa County,Confirmed cases,238,9/3/14
Liberia,Lofa County,Deaths,327,9/3/14
Liberia,Lofa County,New cases,8,9/3/14
Liberia,Lofa County,Probable cases,345,9/3/14
Liberia,Lofa County,Suspected cases,53,9/3/14
Liberia,Margibi County,Cases,245,9/3/14
Liberia,Margibi County,Confirmed cases,30,9/3/14
Liberia,Margibi County,Deaths,111,9/3/14
Liberia,Margibi County,New cases,0,9/3/14
Liberia,Margibi County,Probable cases,89,9/3/14
Liberia,Margibi County,Suspected cases,126,9/3/14
Liberia,Montserrado County,Cases,584,9/3/14
Liberia,Montserrado County,Confirmed cases,225,9/3/14
Liberia,Montserrado County,Deaths,451,9/3/14
Liberia,Montserrado County,New cases,8,9/3/14
Liberia,Montserrado County,Probable cases,309,9/3/14
Liberia,Montserrado County,Suspected cases,50,9/3/14
Liberia,National,Cases,"1,863",9/3/14
Liberia,National,Confirmed cases,608,9/3/14
Liberia,National,Deaths,"1,078",9/3/14
Liberia,National,New cases,24,9/3/14
Liberia,National,Probable cases,886,9/3/14
Liberia,National,Suspected cases,369,9/3/14
Liberia,Nimba County,Cases,111,9/3/14
Liberia,Nimba County,Confirmed cases,41,9/3/14
Liberia,Nimba County,Deaths,75,9/3/14
Liberia,Nimba County,New cases,3,9/3/14
Liberia,Nimba County,Probable cases,50,9/3/14
Liberia,Nimba County,Suspected cases,20,9/3/14
Liberia,River Gee County,Cases,9,9/3/14
Liberia,River Gee County,Confirmed cases,0,9/3/14
Liberia,River Gee County,Deaths,5,9/3/14
Liberia,River Gee County,New cases,0,9/3/14
Liberia,River Gee County,Probable cases,3,9/3/14
Liberia,River Gee County,Suspected cases,6,9/3/14
Liberia,RiverCess County,Cases,1,9/3/14
Liberia,RiverCess County,Confirmed cases,1,9/3/14
Liberia,RiverCess County,Deaths,1,9/3/14
Liberia,RiverCess County,New cases,0,9/3/14
Liberia,RiverCess County,Probable cases,0,9/3/14
Liberia,RiverCess County,Suspected cases,0,9/3/14
Liberia,Sinoe County,Cases,2,9/3/14
Liberia,Sinoe County,Confirmed cases,1,9/3/14
Liberia,Sinoe County,Deaths,0,9/3/14
Liberia,Sinoe County,New cases,0,9/3/14
Liberia,Sinoe County,Probable cases,0,9/3/14
Liberia,Sinoe County,Suspected cases,1,9/3/14
Liberia,Bomi County,Cases,66,9/4/14
Liberia,Bomi County,Confirmed cases,31,9/4/14
Liberia,Bomi County,Deaths,35,9/4/14
Liberia,Bomi County,New cases,2,9/4/14
Liberia,Bomi County,Probable cases,34,9/4/14
Liberia,Bomi County,Suspected cases,1,9/4/14
Liberia,Bong County,Cases,150,9/4/14
Liberia,Bong County,Confirmed cases,24,9/4/14
Liberia,Bong County,Deaths,43,9/4/14
Liberia,Bong County,New cases,0,9/4/14
Liberia,Bong County,Probable cases,41,9/4/14
Liberia,Bong County,Suspected cases,85,9/4/14
Liberia,Gbarpolu County,Cases,1,9/4/14
Liberia,Gbarpolu County,Confirmed cases,0,9/4/14
Liberia,Gbarpolu County,Deaths,0,9/4/14
Liberia,Gbarpolu County,New cases,0,9/4/14
Liberia,Gbarpolu County,Probable cases,0,9/4/14
Liberia,Gbarpolu County,Suspected cases,1,9/4/14
Liberia,Grand Bassa,Cases,46,9/4/14
Liberia,Grand Bassa,Confirmed cases,13,9/4/14
Liberia,Grand Bassa,Deaths,19,9/4/14
Liberia,Grand Bassa,New cases,0,9/4/14
Liberia,Grand Bassa,Probable cases,12,9/4/14
Liberia,Grand Bassa,Suspected cases,21,9/4/14
Liberia,Grand Cape Mount,Cases,12,9/4/14
Liberia,Grand Cape Mount,Confirmed cases,4,9/4/14
Liberia,Grand Cape Mount,Deaths,11,9/4/14
Liberia,Grand Cape Mount,New cases,1,9/4/14
Liberia,Grand Cape Mount,Probable cases,5,9/4/14
Liberia,Grand Cape Mount,Suspected cases,3,9/4/14
Liberia,Grand Gedeh,Cases,3,9/4/14
Liberia,Grand Gedeh,Confirmed cases,0,9/4/14
Liberia,Grand Gedeh,Deaths,2,9/4/14
Liberia,Grand Gedeh,New cases,0,9/4/14
Liberia,Grand Gedeh,Probable cases,0,9/4/14
Liberia,Grand Gedeh,Suspected cases,3,9/4/14
Liberia,Lofa County,Cases,659,9/4/14
Liberia,Lofa County,Confirmed cases,249,9/4/14
Liberia,Lofa County,Deaths,334,9/4/14
Liberia,Lofa County,New cases,23,9/4/14
Liberia,Lofa County,Probable cases,357,9/4/14
Liberia,Lofa County,Suspected cases,53,9/4/14
Liberia,Margibi County,Cases,254,9/4/14
Liberia,Margibi County,Confirmed cases,30,9/4/14
Liberia,Margibi County,Deaths,114,9/4/14
Liberia,Margibi County,New cases,9,9/4/14
Liberia,Margibi County,Probable cases,94,9/4/14
Liberia,Margibi County,Suspected cases,130,9/4/14
Liberia,Montserrado County,Cases,595,9/4/14
Liberia,Montserrado County,Confirmed cases,226,9/4/14
Liberia,Montserrado County,Deaths,473,9/4/14
Liberia,Montserrado County,New cases,11,9/4/14
Liberia,Montserrado County,Probable cases,314,9/4/14
Liberia,Montserrado County,Suspected cases,55,9/4/14
Liberia,National,Cases,1915,9/4/14
Liberia,National,Confirmed cases,620,9/4/14
Liberia,National,Deaths,1114,9/4/14
Liberia,National,New cases,52,9/4/14
Liberia,National,Probable cases,912,9/4/14
Liberia,National,Suspected cases,383,9/4/14
Liberia,Nimba County,Cases,117,9/4/14
Liberia,Nimba County,Confirmed cases,41,9/4/14
Liberia,Nimba County,Deaths,77,9/4/14
Liberia,Nimba County,New cases,6,9/4/14
Liberia,Nimba County,Probable cases,52,9/4/14
Liberia,Nimba County,Suspected cases,24,9/4/14
Liberia,River Gee County,Cases,9,9/4/14
Liberia,River Gee County,Confirmed cases,0,9/4/14
Liberia,River Gee County,Deaths,5,9/4/14
Liberia,River Gee County,New cases,0,9/4/14
Liberia,River Gee County,Probable cases,3,9/4/14
Liberia,River Gee County,Suspected cases,6,9/4/14
Liberia,RiverCess County,Cases,1,9/4/14
Liberia,RiverCess County,Confirmed cases,1,9/4/14
Liberia,RiverCess County,Deaths,1,9/4/14
Liberia,RiverCess County,New cases,0,9/4/14
Liberia,RiverCess County,Probable cases,0,9/4/14
Liberia,RiverCess County,Suspected cases,0,9/4/14
Liberia,Sinoe County,Cases,2,9/4/14
Liberia,Sinoe County,Confirmed cases,1,9/4/14
Liberia,Sinoe County,Deaths,0,9/4/14
Liberia,Sinoe County,New cases,0,9/4/14
Liberia,Sinoe County,Probable cases,0,9/4/14
Liberia,Sinoe County,Suspected cases,1,9/4/14
Liberia,Bomi County,Cases,67,9/5/14
Liberia,Bomi County,Confirmed cases,33,9/5/14
Liberia,Bomi County,Deaths,41,9/5/14
Liberia,Bomi County,New cases,2,9/5/14
Liberia,Bomi County,Probable cases,30,9/5/14
Liberia,Bomi County,Suspected cases,4,9/5/14
Liberia,Bong County,Cases,152,9/5/14
Liberia,Bong County,Confirmed cases,24,9/5/14
Liberia,Bong County,Deaths,44,9/5/14
Liberia,Bong County,New cases,2,9/5/14
Liberia,Bong County,Probable cases,41,9/5/14
Liberia,Bong County,Suspected cases,87,9/5/14
Liberia,Gbarpolu County,Cases,1,9/5/14
Liberia,Gbarpolu County,Confirmed cases,0,9/5/14
Liberia,Gbarpolu County,Deaths,0,9/5/14
Liberia,Gbarpolu County,New cases,0,9/5/14
Liberia,Gbarpolu County,Probable cases,0,9/5/14
Liberia,Gbarpolu County,Suspected cases,1,9/5/14
Liberia,Grand Bassa,Cases,46,9/5/14
Liberia,Grand Bassa,Confirmed cases,13,9/5/14
Liberia,Grand Bassa,Deaths,19,9/5/14
Liberia,Grand Bassa,New cases,0,9/5/14
Liberia,Grand Bassa,Probable cases,12,9/5/14
Liberia,Grand Bassa,Suspected cases,21,9/5/14
Liberia,Grand Cape Mount,Cases,12,9/5/14
Liberia,Grand Cape Mount,Confirmed cases,4,9/5/14
Liberia,Grand Cape Mount,Deaths,11,9/5/14
Liberia,Grand Cape Mount,New cases,0,9/5/14
Liberia,Grand Cape Mount,Probable cases,5,9/5/14
Liberia,Grand Cape Mount,Suspected cases,3,9/5/14
Liberia,Grand Gedeh,Cases,3,9/5/14
Liberia,Grand Gedeh,Confirmed cases,0,9/5/14
Liberia,Grand Gedeh,Deaths,2,9/5/14
Liberia,Grand Gedeh,New cases,0,9/5/14
Liberia,Grand Gedeh,Probable cases,0,9/5/14
Liberia,Grand Gedeh,Suspected cases,3,9/5/14
Liberia,Lofa County,Cases,667,9/5/14
Liberia,Lofa County,Confirmed cases,249,9/5/14
Liberia,Lofa County,Deaths,341,9/5/14
Liberia,Lofa County,New cases,8,9/5/14
Liberia,Lofa County,Probable cases,365,9/5/14
Liberia,Lofa County,Suspected cases,53,9/5/14
Liberia,Margibi County,Cases,275,9/5/14
Liberia,Margibi County,Confirmed cases,30,9/5/14
Liberia,Margibi County,Deaths,120,9/5/14
Liberia,Margibi County,New cases,21,9/5/14
Liberia,Margibi County,Probable cases,110,9/5/14
Liberia,Margibi County,Suspected cases,135,9/5/14
Liberia,Montserrado County,Cases,612,9/5/14
Liberia,Montserrado County,Confirmed cases,226,9/5/14
Liberia,Montserrado County,Deaths,503,9/5/14
Liberia,Montserrado County,New cases,17,9/5/14
Liberia,Montserrado County,Probable cases,320,9/5/14
Liberia,Montserrado County,Suspected cases,66,9/5/14
Liberia,National,Cases,"1,968",9/5/14
Liberia,National,Confirmed cases,622,9/5/14
Liberia,National,Deaths,"1,169",9/5/14
Liberia,National,New cases,54,9/5/14
Liberia,National,Probable cases,942,9/5/14
Liberia,National,Suspected cases,404,9/5/14
Liberia,Nimba County,Cases,121,9/5/14
Liberia,Nimba County,Confirmed cases,41,9/5/14
Liberia,Nimba County,Deaths,82,9/5/14
Liberia,Nimba County,New cases,4,9/5/14
Liberia,Nimba County,Probable cases,56,9/5/14
Liberia,Nimba County,Suspected cases,24,9/5/14
Liberia,River Gee County,Cases,9,9/5/14
Liberia,River Gee County,Confirmed cases,0,9/5/14
Liberia,River Gee County,Deaths,5,9/5/14
Liberia,River Gee County,New cases,0,9/5/14
Liberia,River Gee County,Probable cases,3,9/5/14
Liberia,River Gee County,Suspected cases,6,9/5/14
Liberia,RiverCess County,Cases,1,9/5/14
Liberia,RiverCess County,Confirmed cases,1,9/5/14
Liberia,RiverCess County,Deaths,1,9/5/14
Liberia,RiverCess County,New cases,0,9/5/14
Liberia,RiverCess County,Probable cases,0,9/5/14
Liberia,RiverCess County,Suspected cases,0,9/5/14
Liberia,Sinoe County,Cases,2,9/5/14
Liberia,Sinoe County,Confirmed cases,1,9/5/14
Liberia,Sinoe County,Deaths,0,9/5/14
Liberia,Sinoe County,New cases,0,9/5/14
Liberia,Sinoe County,Probable cases,0,9/5/14
Liberia,Sinoe County,Suspected cases,1,9/5/14
Liberia,Bomi County,Cases,67,9/6/14
Liberia,Bomi County,Confirmed cases,33,9/6/14
Liberia,Bomi County,Deaths,41,9/6/14
Liberia,Bomi County,New cases,0,9/6/14
Liberia,Bomi County,Probable cases,30,9/6/14
Liberia,Bomi County,Suspected cases,4,9/6/14
Liberia,Bong County,Cases,157,9/6/14
Liberia,Bong County,Confirmed cases,28,9/6/14
Liberia,Bong County,Deaths,46,9/6/14
Liberia,Bong County,New cases,5,9/6/14
Liberia,Bong County,Probable cases,41,9/6/14
Liberia,Bong County,Suspected cases,88,9/6/14
Liberia,Gbarpolu County,Cases,1,9/6/14
Liberia,Gbarpolu County,Confirmed cases,0,9/6/14
Liberia,Gbarpolu County,Deaths,0,9/6/14
Liberia,Gbarpolu County,New cases,0,9/6/14
Liberia,Gbarpolu County,Probable cases,0,9/6/14
Liberia,Gbarpolu County,Suspected cases,1,9/6/14
Liberia,Grand Bassa,Cases,46,9/6/14
Liberia,Grand Bassa,Confirmed cases,13,9/6/14
Liberia,Grand Bassa,Deaths,19,9/6/14
Liberia,Grand Bassa,New cases,0,9/6/14
Liberia,Grand Bassa,Probable cases,12,9/6/14
Liberia,Grand Bassa,Suspected cases,21,9/6/14
Liberia,Grand Cape Mount,Cases,13,9/6/14
Liberia,Grand Cape Mount,Confirmed cases,4,9/6/14
Liberia,Grand Cape Mount,Deaths,12,9/6/14
Liberia,Grand Cape Mount,New cases,1,9/6/14
Liberia,Grand Cape Mount,Probable cases,5,9/6/14
Liberia,Grand Cape Mount,Suspected cases,4,9/6/14
Liberia,Grand Gedeh,Cases,3,9/6/14
Liberia,Grand Gedeh,Confirmed cases,0,9/6/14
Liberia,Grand Gedeh,Deaths,2,9/6/14
Liberia,Grand Gedeh,New cases,0,9/6/14
Liberia,Grand Gedeh,Probable cases,0,9/6/14
Liberia,Grand Gedeh,Suspected cases,3,9/6/14
Liberia,Lofa County,Cases,673,9/6/14
Liberia,Lofa County,Confirmed cases,251,9/6/14
Liberia,Lofa County,Deaths,348,9/6/14
Liberia,Lofa County,New cases,6,9/6/14
Liberia,Lofa County,Probable cases,369,9/6/14
Liberia,Lofa County,Suspected cases,53,9/6/14
Liberia,Margibi County,Cases,313,9/6/14
Liberia,Margibi County,Confirmed cases,30,9/6/14
Liberia,Margibi County,Deaths,135,9/6/14
Liberia,Margibi County,New cases,38,9/6/14
Liberia,Margibi County,Probable cases,124,9/6/14
Liberia,Margibi County,Suspected cases,159,9/6/14
Liberia,Montserrado County,Cases,632,9/6/14
Liberia,Montserrado County,Confirmed cases,226,9/6/14
Liberia,Montserrado County,Deaths,522,9/6/14
Liberia,Montserrado County,New cases,20,9/6/14
Liberia,Montserrado County,Probable cases,327,9/6/14
Liberia,Montserrado County,Suspected cases,79,9/6/14
Liberia,National,Cases,2038,9/6/14
Liberia,National,Confirmed cases,628,9/6/14
Liberia,National,Deaths,"1,213",9/6/14
Liberia,National,New cases,70,9/6/14
Liberia,National,Probable cases,967,9/6/14
Liberia,National,Suspected cases,443,9/6/14
Liberia,Nimba County,Cases,121,9/6/14
Liberia,Nimba County,Confirmed cases,41,9/6/14
Liberia,Nimba County,Deaths,82,9/6/14
Liberia,Nimba County,New cases,0,9/6/14
Liberia,Nimba County,Probable cases,56,9/6/14
Liberia,Nimba County,Suspected cases,24,9/6/14
Liberia,River Gee County,Cases,9,9/6/14
Liberia,River Gee County,Confirmed cases,0,9/6/14
Liberia,River Gee County,Deaths,5,9/6/14
Liberia,River Gee County,New cases,0,9/6/14
Liberia,River Gee County,Probable cases,3,9/6/14
Liberia,River Gee County,Suspected cases,6,9/6/14
Liberia,RiverCess County,Cases,1,9/6/14
Liberia,RiverCess County,Confirmed cases,1,9/6/14
Liberia,RiverCess County,Deaths,1,9/6/14
Liberia,RiverCess County,New cases,0,9/6/14
Liberia,RiverCess County,Probable cases,0,9/6/14
Liberia,RiverCess County,Suspected cases,0,9/6/14
Liberia,Sinoe County,Cases,2,9/6/14
Liberia,Sinoe County,Confirmed cases,1,9/6/14
Liberia,Sinoe County,Deaths,0,9/6/14
Liberia,Sinoe County,New cases,0,9/6/14
Liberia,Sinoe County,Probable cases,0,9/6/14
Liberia,Sinoe County,Suspected cases,1,9/6/14
Liberia,Bomi County,Cases,71,9/7/14
Liberia,Bomi County,Confirmed cases,33,9/7/14
Liberia,Bomi County,Deaths,45,9/7/14
Liberia,Bomi County,New cases,4,9/7/14
Liberia,Bomi County,Probable cases,34,9/7/14
Liberia,Bomi County,Suspected cases,4,9/7/14
Liberia,Bong County,Cases,165,9/7/14
Liberia,Bong County,Confirmed cases,36,9/7/14
Liberia,Bong County,Deaths,46,9/7/14
Liberia,Bong County,New cases,8,9/7/14
Liberia,Bong County,Probable cases,41,9/7/14
Liberia,Bong County,Suspected cases,88,9/7/14
Liberia,Gbarpolu County,Cases,1,9/7/14
Liberia,Gbarpolu County,Confirmed cases,0,9/7/14
Liberia,Gbarpolu County,Deaths,0,9/7/14
Liberia,Gbarpolu County,New cases,0,9/7/14
Liberia,Gbarpolu County,Probable cases,0,9/7/14
Liberia,Gbarpolu County,Suspected cases,1,9/7/14
Liberia,Grand Bassa,Cases,46,9/7/14
Liberia,Grand Bassa,Confirmed cases,13,9/7/14
Liberia,Grand Bassa,Deaths,19,9/7/14
Liberia,Grand Bassa,New cases,0,9/7/14
Liberia,Grand Bassa,Probable cases,12,9/7/14
Liberia,Grand Bassa,Suspected cases,21,9/7/14
Liberia,Grand Cape Mount,Cases,13,9/7/14
Liberia,Grand Cape Mount,Confirmed cases,4,9/7/14
Liberia,Grand Cape Mount,Deaths,12,9/7/14
Liberia,Grand Cape Mount,New cases,0,9/7/14
Liberia,Grand Cape Mount,Probable cases,5,9/7/14
Liberia,Grand Cape Mount,Suspected cases,4,9/7/14
Liberia,Grand Gedeh,Cases,3,9/7/14
Liberia,Grand Gedeh,Confirmed cases,0,9/7/14
Liberia,Grand Gedeh,Deaths,2,9/7/14
Liberia,Grand Gedeh,New cases,0,9/7/14
Liberia,Grand Gedeh,Probable cases,0,9/7/14
Liberia,Grand Gedeh,Suspected cases,3,9/7/14
Liberia,Lofa County,Cases,676,9/7/14
Liberia,Lofa County,Confirmed cases,254,9/7/14
Liberia,Lofa County,Deaths,351,9/7/14
Liberia,Lofa County,New cases,3,9/7/14
Liberia,Lofa County,Probable cases,369,9/7/14
Liberia,Lofa County,Suspected cases,53,9/7/14
Liberia,Margibi County,Cases,320,9/7/14
Liberia,Margibi County,Confirmed cases,33,9/7/14
Liberia,Margibi County,Deaths,141,9/7/14
Liberia,Margibi County,New cases,7,9/7/14
Liberia,Margibi County,Probable cases,127,9/7/14
Liberia,Margibi County,Suspected cases,160,9/7/14
Liberia,Montserrado County,Cases,637,9/7/14
Liberia,Montserrado County,Confirmed cases,226,9/7/14
Liberia,Montserrado County,Deaths,528,9/7/14
Liberia,Montserrado County,New cases,5,9/7/14
Liberia,Montserrado County,Probable cases,327,9/7/14
Liberia,Montserrado County,Suspected cases,84,9/7/14
Liberia,National,Cases,"2,073",9/7/14
Liberia,National,Confirmed cases,648,9/7/14
Liberia,National,Deaths,"1,235",9/7/14
Liberia,National,New cases,35,9/7/14
Liberia,National,Probable cases,976,9/7/14
Liberia,National,Suspected cases,449,9/7/14
Liberia,Nimba County,Cases,129,9/7/14
Liberia,Nimba County,Confirmed cases,47,9/7/14
Liberia,Nimba County,Deaths,85,9/7/14
Liberia,Nimba County,New cases,8,9/7/14
Liberia,Nimba County,Probable cases,58,9/7/14
Liberia,Nimba County,Suspected cases,24,9/7/14
Liberia,River Gee County,Cases,9,9/7/14
Liberia,River Gee County,Confirmed cases,0,9/7/14
Liberia,River Gee County,Deaths,5,9/7/14
Liberia,River Gee County,New cases,0,9/7/14
Liberia,River Gee County,Probable cases,3,9/7/14
Liberia,River Gee County,Suspected cases,6,9/7/14
Liberia,RiverCess County,Cases,1,9/7/14
Liberia,RiverCess County,Confirmed cases,1,9/7/14
Liberia,RiverCess County,Deaths,1,9/7/14
Liberia,RiverCess County,New cases,0,9/7/14
Liberia,RiverCess County,Probable cases,0,9/7/14
Liberia,RiverCess County,Suspected cases,0,9/7/14
Liberia,Sinoe County,Cases,2,9/7/14
Liberia,Sinoe County,Confirmed cases,1,9/7/14
Liberia,Sinoe County,Deaths,0,9/7/14
Liberia,Sinoe County,New cases,0,9/7/14
Liberia,Sinoe County,Probable cases,0,9/7/14
Liberia,Sinoe County,Suspected cases,1,9/7/14
Liberia,Bomi County,Cases,74,9/8/14
Liberia,Bomi County,Confirmed cases,33,9/8/14
Liberia,Bomi County,Deaths,47,9/8/14
Liberia,Bomi County,New cases,3,9/8/14
Liberia,Bomi County,Probable cases,37,9/8/14
Liberia,Bomi County,Suspected cases,4,9/8/14
Liberia,Bong County,Cases,173,9/8/14
Liberia,Bong County,Confirmed cases,44,9/8/14
Liberia,Bong County,Deaths,46,9/8/14
Liberia,Bong County,New cases,8,9/8/14
Liberia,Bong County,Probable cases,41,9/8/14
Liberia,Bong County,Suspected cases,88,9/8/14
Liberia,Gbarpolu County,Cases,1,9/8/14
Liberia,Gbarpolu County,Confirmed cases,0,9/8/14
Liberia,Gbarpolu County,Deaths,0,9/8/14
Liberia,Gbarpolu County,New cases,0,9/8/14
Liberia,Gbarpolu County,Probable cases,0,9/8/14
Liberia,Gbarpolu County,Suspected cases,1,9/8/14
Liberia,Grand Bassa,Cases,46,9/8/14
Liberia,Grand Bassa,Confirmed cases,13,9/8/14
Liberia,Grand Bassa,Deaths,19,9/8/14
Liberia,Grand Bassa,New cases,0,9/8/14
Liberia,Grand Bassa,Probable cases,12,9/8/14
Liberia,Grand Bassa,Suspected cases,21,9/8/14
Liberia,Grand Cape Mount,Cases,14,9/8/14
Liberia,Grand Cape Mount,Confirmed cases,4,9/8/14
Liberia,Grand Cape Mount,Deaths,12,9/8/14
Liberia,Grand Cape Mount,New cases,1,9/8/14
Liberia,Grand Cape Mount,Probable cases,5,9/8/14
Liberia,Grand Cape Mount,Suspected cases,5,9/8/14
Liberia,Grand Gedeh,Cases,3,9/8/14
Liberia,Grand Gedeh,Confirmed cases,0,9/8/14
Liberia,Grand Gedeh,Deaths,2,9/8/14
Liberia,Grand Gedeh,New cases,0,9/8/14
Liberia,Grand Gedeh,Probable cases,0,9/8/14
Liberia,Grand Gedeh,Suspected cases,3,9/8/14
Liberia,Lofa County,Cases,681,9/8/14
Liberia,Lofa County,Confirmed cases,258,9/8/14
Liberia,Lofa County,Deaths,358,9/8/14
Liberia,Lofa County,New cases,5,9/8/14
Liberia,Lofa County,Probable cases,370,9/8/14
Liberia,Lofa County,Suspected cases,53,9/8/14
Liberia,Margibi County,Cases,338,9/8/14
Liberia,Margibi County,Confirmed cases,33,9/8/14
Liberia,Margibi County,Deaths,148,9/8/14
Liberia,Margibi County,New cases,18,9/8/14
Liberia,Margibi County,Probable cases,141,9/8/14
Liberia,Margibi County,Suspected cases,164,9/8/14
Liberia,Maryland County ,Cases,6,9/8/14
Liberia,Maryland County ,Confirmed cases,0,9/8/14
Liberia,Maryland County ,Deaths,4,9/8/14
Liberia,Maryland County ,New cases,0,9/8/14
Liberia,Maryland County ,Probable cases,5,9/8/14
Liberia,Maryland County ,Suspected cases,1,9/8/14
Liberia,Montserrado County,Cases,707,9/8/14
Liberia,Montserrado County,Confirmed cases,266,9/8/14
Liberia,Montserrado County,Deaths,484,9/8/14
Liberia,Montserrado County,New cases,30,9/8/14
Liberia,Montserrado County,Probable cases,333,9/8/14
Liberia,Montserrado County,Suspected cases,108,9/8/14
Liberia,National,Cases,2184,9/8/14
Liberia,National,Confirmed cases,700,9/8/14
Liberia,National,Deaths,1212,9/8/14
Liberia,National,New cases,65,9/8/14
Liberia,National,Probable cases,1005,9/8/14
Liberia,National,Suspected cases,479,9/8/14
Liberia,Nimba County,Cases,129,9/8/14
Liberia,Nimba County,Confirmed cases,47,9/8/14
Liberia,Nimba County,Deaths,86,9/8/14
Liberia,Nimba County,New cases,0,9/8/14
Liberia,Nimba County,Probable cases,58,9/8/14
Liberia,Nimba County,Suspected cases,24,9/8/14
Liberia,River Gee County,Cases,9,9/8/14
Liberia,River Gee County,Confirmed cases,0,9/8/14
Liberia,River Gee County,Deaths,5,9/8/14
Liberia,River Gee County,New cases,0,9/8/14
Liberia,River Gee County,Probable cases,3,9/8/14
Liberia,River Gee County,Suspected cases,6,9/8/14
Liberia,RiverCess County,Cases,1,9/8/14
Liberia,RiverCess County,Confirmed cases,1,9/8/14
Liberia,RiverCess County,Deaths,1,9/8/14
Liberia,RiverCess County,New cases,0,9/8/14
Liberia,RiverCess County,Probable cases,0,9/8/14
Liberia,RiverCess County,Suspected cases,0,9/8/14
Liberia,Sinoe County,Cases,2,9/8/14
Liberia,Sinoe County,Confirmed cases,1,9/8/14
Liberia,Sinoe County,Deaths,0,9/8/14
Liberia,Sinoe County,New cases,0,9/8/14
Liberia,Sinoe County,Probable cases,0,9/8/14
Liberia,Sinoe County,Suspected cases,1,9/8/14
Liberia,Bomi County,Cases,77,9/10/14
Liberia,Bomi County,Confirmed cases,33,9/10/14
Liberia,Bomi County,Deaths,49,9/10/14
Liberia,Bomi County,New cases,3,9/10/14
Liberia,Bomi County,Probable cases,40,9/10/14
Liberia,Bomi County,Suspected cases,4,9/10/14
Liberia,Bong County,Cases,179,9/10/14
Liberia,Bong County,Confirmed cases,44,9/10/14
Liberia,Bong County,Deaths,49,9/10/14
Liberia,Bong County,New cases,1,9/10/14
Liberia,Bong County,Probable cases,42,9/10/14
Liberia,Bong County,Suspected cases,93,9/10/14
Liberia,Gbarpolu County,Cases,1,9/10/14
Liberia,Gbarpolu County,Confirmed cases,0,9/10/14
Liberia,Gbarpolu County,Deaths,0,9/10/14
Liberia,Gbarpolu County,New cases,0,9/10/14
Liberia,Gbarpolu County,Probable cases,0,9/10/14
Liberia,Gbarpolu County,Suspected cases,1,9/10/14
Liberia,Grand Bassa,Cases,46,9/10/14
Liberia,Grand Bassa,Confirmed cases,13,9/10/14
Liberia,Grand Bassa,Deaths,19,9/10/14
Liberia,Grand Bassa,New cases,0,9/10/14
Liberia,Grand Bassa,Probable cases,12,9/10/14
Liberia,Grand Bassa,Suspected cases,21,9/10/14
Liberia,Grand Cape Mount,Cases,16,9/10/14
Liberia,Grand Cape Mount,Confirmed cases,6,9/10/14
Liberia,Grand Cape Mount,Deaths,14,9/10/14
Liberia,Grand Cape Mount,New cases,1,9/10/14
Liberia,Grand Cape Mount,Probable cases,5,9/10/14
Liberia,Grand Cape Mount,Suspected cases,5,9/10/14
Liberia,Grand Gedeh,Cases,3,9/10/14
Liberia,Grand Gedeh,Confirmed cases,0,9/10/14
Liberia,Grand Gedeh,Deaths,2,9/10/14
Liberia,Grand Gedeh,New cases,0,9/10/14
Liberia,Grand Gedeh,Probable cases,0,9/10/14
Liberia,Grand Gedeh,Suspected cases,3,9/10/14
Liberia,Lofa County,Cases,692,9/10/14
Liberia,Lofa County,Confirmed cases,260,9/10/14
Liberia,Lofa County,Deaths,368,9/10/14
Liberia,Lofa County,New cases,6,9/10/14
